item_id_1,item_id_2,score,pair_type,role_1,role_2
1292500002,1303105005,4,base_bottom,base,bottom
1299843003,1293471002,1,base_bottom,base,bottom
1290269001,1293471002,3,base_bottom,base,bottom
1290575001,1236909018,5,base_bottom,base,bottom
1290269003,1296510001,1,base_bottom,base,bottom
1280449007,1264094004,1,base_mid,base,mid
1296534001,1296510001,5,base_bottom,base,bottom
1295098001,1273712004,5,base_bottom,base,bottom
1294732003,1247995004,4,base_bottom,base,bottom
1287140003,1266486001,2,base_bottom,base,bottom
1294732003,1255322001,1,base_bottom,base,bottom
1296539001,1289600008,1,base_mid,base,mid
1191700036,1247995001,4,base_bottom,base,bottom
1280449007,1239431014,1,base_mid,base,mid
1296667004,1299197001,1,base_bottom,base,bottom
0963662139,1255322004,5,base_bottom,base,bottom
1309874001,1292768003,2,base_bottom,base,bottom
1142908001,1239431014,5,base_mid,base,mid
1299542003,1293121003,1,base_mid,base,mid
1290269001,1294598005,4,base_bottom,base,bottom
1299061004,1281439001,5,base_bottom,base,bottom
1296546001,1233274002,5,base_bottom,base,bottom
1274171055,1260797009,1,base_mid,base,mid
1292500001,1302636001,1,base_mid,base,mid
1294732003,1247671007,1,base_mid,base,mid
1295098001,1296491001,2,base_bottom,base,bottom
1290575001,1289533003,3,base_bottom,base,bottom
1301327001,1293165001,1,base_bottom,base,bottom
1296379008,1303363002,1,base_mid,base,mid
1300636001,1296063003,1,base_bottom,base,bottom
1293965004,1222124007,3,base_bottom,base,bottom
0925212001,1272891004,5,base_bottom,base,bottom
1295098001,0579541192,1,base_mid,base,mid
1295098001,1310906001,2,base_bottom,base,bottom
1295275001,1295117003,4,base_bottom,base,bottom
1290269001,1295387004,1,base_mid,base,mid
1290269003,1230818008,3,base_bottom,base,bottom
1295098001,1255289001,1,base_bottom,base,bottom
1288338004,1281439007,1,base_bottom,base,bottom
1299843003,1283192003,5,base_bottom,base,bottom
1293967005,1233274002,5,base_bottom,base,bottom
1301327001,1293761006,5,base_bottom,base,bottom
1293965004,1259079003,1,base_bottom,base,bottom
1300096001,1222124005,5,base_bottom,base,bottom
1290575001,1247671007,1,base_mid,base,mid
1274171055,1266486001,5,base_bottom,base,bottom
1274171089,1292331002,4,base_bottom,base,bottom
1185135006,1255322001,1,base_bottom,base,bottom
1300096001,1089158025,1,base_mid,base,mid
1142908008,1261908001,5,base_bottom,base,bottom
1300096001,1288135004,4,base_bottom,base,bottom
1274171055,1089158025,2,base_mid,base,mid
1258821004,1307045001,5,base_bottom,base,bottom
1266751003,1274562002,1,base_bottom,base,bottom
1287140003,1297835002,1,base_bottom,base,bottom
1299061004,1292829001,1,base_bottom,base,bottom
1299730001,0579541001,1,base_mid,base,mid
1288338004,1246584004,1,base_mid,base,mid
1300096001,1295126001,5,base_bottom,base,bottom
1273994008,1299858003,2,base_bottom,base,bottom
1303788002,1297861004,1,base_mid,base,mid
1293190004,1237776011,1,base_mid,base,mid
1274171055,1296510001,2,base_bottom,base,bottom
1309874001,1295117001,2,base_bottom,base,bottom
1301327001,1237776011,1,base_mid,base,mid
1267641004,1290172001,3,base_bottom,base,bottom
1191700036,1307156001,1,base_mid,base,mid
1290269001,1089158025,5,base_mid,base,mid
1280449007,1237776012,1,base_mid,base,mid
0963662139,1307156001,5,base_mid,base,mid
1273994010,1230323002,2,base_bottom,base,bottom
1142908001,1299196001,5,base_mid,base,mid
0925212019,1093199011,2,base_mid,base,mid
1300636001,1169364023,1,base_mid,base,mid
1293190004,1093199015,1,base_mid,base,mid
1303364001,1293165001,2,base_bottom,base,bottom
0963662139,1273712003,5,base_bottom,base,bottom
0963662156,1307045001,2,base_bottom,base,bottom
1258821004,1297892003,1,base_mid,base,mid
1310907001,1310906001,5,base_bottom,base,bottom
1299061004,1236909018,5,base_bottom,base,bottom
1299843003,1207354016,5,base_bottom,base,bottom
1290575001,1248631012,2,base_mid,base,mid
1280449007,1247890008,1,base_bottom,base,bottom
1310907001,1283558001,4,base_bottom,base,bottom
1299542003,1246581011,1,base_mid,base,mid
1266751003,1295117001,3,base_bottom,base,bottom
1273994010,1283192003,3,base_bottom,base,bottom
1303788002,1293121003,1,base_mid,base,mid
0963662139,1237776014,4,base_mid,base,mid
1301377004,1296510001,5,base_bottom,base,bottom
1303788002,1289533003,2,base_bottom,base,bottom
1301377004,1265873001,5,base_bottom,base,bottom
1303788002,1260797009,1,base_mid,base,mid
0925212004,1259175001,1,base_bottom,base,bottom
1142908008,1294231001,5,base_bottom,base,bottom
1300096001,1258880003,2,base_bottom,base,bottom
1300096001,1281439007,1,base_bottom,base,bottom
1273994008,1297835002,2,base_bottom,base,bottom
1273994008,1271904001,5,base_bottom,base,bottom
1280449007,1248631012,1,base_mid,base,mid
1309875001,1297861004,1,base_mid,base,mid
1296546001,1239431014,1,base_mid,base,mid
1296534001,1299858003,2,base_bottom,base,bottom
1280449007,1264853008,3,base_bottom,base,bottom
1292500002,1307156001,5,base_mid,base,mid
1296667004,1207354016,5,base_bottom,base,bottom
0925212019,1263676001,5,base_bottom,base,bottom
1287140003,1255289001,4,base_bottom,base,bottom
1293965004,1295117002,5,base_bottom,base,bottom
1299061003,1288135002,2,base_bottom,base,bottom
1142908008,1152096048,5,base_mid,base,mid
1274171089,1271904001,5,base_bottom,base,bottom
1274436001,1272565012,2,base_bottom,base,bottom
1296667004,1226693011,1,base_mid,base,mid
1274171055,1247995004,5,base_bottom,base,bottom
1295275001,1299196001,1,base_mid,base,mid
1294732003,1259065015,3,base_bottom,base,bottom
1296379008,1293121003,1,base_mid,base,mid
1191700036,1273712004,3,base_bottom,base,bottom
1191700036,1224090012,4,base_bottom,base,bottom
1296546001,1169364023,1,base_mid,base,mid
0963662156,1280369003,4,base_bottom,base,bottom
1293190004,1292331002,3,base_bottom,base,bottom
1273994008,1264853007,3,base_bottom,base,bottom
1142908001,1258880003,5,base_bottom,base,bottom
1292500002,1299858003,5,base_bottom,base,bottom
1296534001,1247995004,5,base_bottom,base,bottom
1301377004,1299795002,2,base_bottom,base,bottom
1299730001,1258880003,4,base_bottom,base,bottom
1295275001,1299197001,2,base_bottom,base,bottom
1185135006,1230818008,5,base_bottom,base,bottom
1301377004,1292331001,2,base_bottom,base,bottom
1258821004,1299858003,5,base_bottom,base,bottom
1280449007,1289642002,1,base_mid,base,mid
1266751003,1222124008,4,base_bottom,base,bottom
1299730001,1296093006,5,base_bottom,base,bottom
0925212004,1277540001,1,base_mid,base,mid
1292500001,1276797014,5,base_bottom,base,bottom
1300636001,1230323002,2,base_bottom,base,bottom
1299542003,1297835002,3,base_bottom,base,bottom
1299061003,1237776011,1,base_mid,base,mid
1300096001,1294274002,5,base_bottom,base,bottom
1185135006,1293471002,3,base_bottom,base,bottom
1267641004,1264853008,4,base_bottom,base,bottom
1309875001,1233274002,2,base_bottom,base,bottom
1285169007,1275509003,5,base_bottom,base,bottom
1293967005,1199249046,5,base_bottom,base,bottom
1299061003,1169364025,1,base_mid,base,mid
1191700036,1247995004,5,base_bottom,base,bottom
1191700036,1295387004,1,base_mid,base,mid
1258821004,1292856001,1,base_bottom,base,bottom
1191700036,1272565012,2,base_bottom,base,bottom
1295275001,1290640001,1,base_bottom,base,bottom
1273994008,1299197001,1,base_bottom,base,bottom
1299542003,1242877022,1,base_mid,base,mid
1185135006,1184662024,1,base_bottom,base,bottom
1296534001,1264853007,2,base_bottom,base,bottom
1285169007,1299795002,3,base_bottom,base,bottom
1287140003,1292331002,1,base_bottom,base,bottom
1280449007,1259065015,3,base_bottom,base,bottom
1303788002,1237776012,1,base_mid,base,mid
1288338004,1288135004,3,base_bottom,base,bottom
1273994008,1237776017,1,base_mid,base,mid
1299542003,1199249046,1,base_bottom,base,bottom
1287140003,1293165001,5,base_bottom,base,bottom
1258821004,1242877022,1,base_mid,base,mid
1293190004,1246922022,1,base_bottom,base,bottom
1309874001,1246584004,1,base_mid,base,mid
1142908008,1296063003,5,base_bottom,base,bottom
1299061004,1281439007,4,base_bottom,base,bottom
1297195004,1245736003,1,base_mid,base,mid
1299843003,1297402002,4,base_bottom,base,bottom
1293965004,1199249015,1,base_bottom,base,bottom
1142908001,1233274002,5,base_bottom,base,bottom
1273994010,1260797009,1,base_mid,base,mid
1299843003,1283558001,2,base_bottom,base,bottom
1274171055,1258880003,5,base_bottom,base,bottom
1287140003,1237776011,1,base_mid,base,mid
1301327001,1237605001,1,base_mid,base,mid
1299061003,1222124005,4,base_bottom,base,bottom
1290014002,1258880003,5,base_bottom,base,bottom
1280449007,1222124007,5,base_bottom,base,bottom
1258821004,1089158025,1,base_mid,base,mid
1303364001,1289600008,1,base_mid,base,mid
0925212004,1224090010,3,base_bottom,base,bottom
1292500007,1237776012,2,base_mid,base,mid
1297195004,1297835002,3,base_bottom,base,bottom
1309874001,1293471002,5,base_bottom,base,bottom
1285169007,1296510001,2,base_bottom,base,bottom
1290269003,1297835002,3,base_bottom,base,bottom
1274171089,1247995004,4,base_bottom,base,bottom
1273994008,1082853048,1,base_mid,base,mid
1299730001,1303105005,5,base_bottom,base,bottom
0963662139,1222124007,5,base_bottom,base,bottom
0925212019,1295156001,1,base_bottom,base,bottom
1303729002,1303105003,2,base_bottom,base,bottom
1303364001,1290883004,5,base_bottom,base,bottom
1292500001,1275509003,3,base_bottom,base,bottom
0925212001,1242877022,5,base_mid,base,mid
1303788002,1296021002,4,base_bottom,base,bottom
1285169007,1297835001,5,base_bottom,base,bottom
1296546001,1152096048,1,base_mid,base,mid
1290269001,1295770002,4,base_bottom,base,bottom
0925212001,1237605001,5,base_mid,base,mid
1293967005,1248631012,2,base_mid,base,mid
1300096001,1264853008,5,base_bottom,base,bottom
1290269001,1307045001,5,base_bottom,base,bottom
1296546001,1297835002,5,base_bottom,base,bottom
1295275001,1195870010,4,base_bottom,base,bottom
1303788002,1292768001,5,base_bottom,base,bottom
1292500001,1299721001,1,base_mid,base,mid
1303364001,0871889043,5,base_bottom,base,bottom
1301377004,1292856001,1,base_bottom,base,bottom
1299542003,1296093006,5,base_bottom,base,bottom
1299843003,1093199011,1,base_mid,base,mid
1290014002,1280369003,2,base_bottom,base,bottom
1142908008,1303363002,2,base_mid,base,mid
1287140003,1290639001,1,base_bottom,base,bottom
1288338004,1294231001,4,base_bottom,base,bottom
1296534001,1273712004,4,base_bottom,base,bottom
1301327001,1082853048,1,base_mid,base,mid
1293190004,1295117003,5,base_bottom,base,bottom
1280449007,1267176002,5,base_bottom,base,bottom
1293967005,1271648001,2,base_bottom,base,bottom
1287140003,1283558001,1,base_bottom,base,bottom
1280449007,1283192003,2,base_bottom,base,bottom
1296667004,1169364022,1,base_mid,base,mid
1290269003,1109636039,4,base_bottom,base,bottom
1303729002,1302636001,1,base_mid,base,mid
1300636001,1260797009,1,base_mid,base,mid
1294732003,1222124008,5,base_bottom,base,bottom
1274436001,1035873001,2,base_bottom,base,bottom
1267641004,1297835002,2,base_bottom,base,bottom
1285169007,1207354016,3,base_bottom,base,bottom
1309875001,1296510001,1,base_bottom,base,bottom
1309875001,1299858003,3,base_bottom,base,bottom
1285169007,1295117001,1,base_bottom,base,bottom
1258821004,1035873001,1,base_bottom,base,bottom
1285169007,1288135004,1,base_bottom,base,bottom
1285169007,1237776014,1,base_mid,base,mid
1266751003,1264853008,3,base_bottom,base,bottom
0925212019,1246922022,1,base_bottom,base,bottom
1273994010,1267176002,4,base_bottom,base,bottom
1303788002,1277540001,1,base_mid,base,mid
1292500001,1300818001,5,base_bottom,base,bottom
1299061003,1305164001,1,base_bottom,base,bottom
1299061003,1247995004,5,base_bottom,base,bottom
1290269001,1035873001,1,base_bottom,base,bottom
1299843003,1290640001,1,base_bottom,base,bottom
0963662139,1270456001,5,base_bottom,base,bottom
1300636001,1292331002,5,base_bottom,base,bottom
1295275001,1295117001,5,base_bottom,base,bottom
1290269003,1258880003,2,base_bottom,base,bottom
1293190004,1246581011,5,base_mid,base,mid
0963662156,1289600008,2,base_mid,base,mid
1285169007,1152096048,3,base_mid,base,mid
1290269003,1237776014,1,base_mid,base,mid
1285169007,1169364022,1,base_mid,base,mid
1303788002,1169364025,1,base_mid,base,mid
1297195004,1300707001,4,base_bottom,base,bottom
1267641004,1247995001,5,base_bottom,base,bottom
1290269003,1222124005,5,base_bottom,base,bottom
1185135006,1248631012,1,base_mid,base,mid
1297195004,1237776011,2,base_mid,base,mid
1273994008,1288135003,2,base_bottom,base,bottom
1309874001,1089158025,1,base_mid,base,mid
1273994010,1224090010,3,base_bottom,base,bottom
1274436001,1199249046,2,base_bottom,base,bottom
1295098001,1093199015,1,base_mid,base,mid
1292500001,1296510001,5,base_bottom,base,bottom
1293967005,1290883004,2,base_bottom,base,bottom
1296546001,1259779005,5,base_bottom,base,bottom
1288338004,1293657001,5,base_bottom,base,bottom
1185135006,1274368001,3,base_bottom,base,bottom
1273994008,1273712003,3,base_bottom,base,bottom
1301327001,1287253002,2,base_bottom,base,bottom
1293190004,1265873001,4,base_bottom,base,bottom
1300096001,1265873001,5,base_bottom,base,bottom
1300636001,1271648001,2,base_bottom,base,bottom
1295098001,1233274002,5,base_bottom,base,bottom
1293190004,1274562002,4,base_bottom,base,bottom
1280449007,1295117003,4,base_bottom,base,bottom
1274171089,1264853008,2,base_bottom,base,bottom
0925212001,1294231001,4,base_bottom,base,bottom
1273994010,1299721001,1,base_mid,base,mid
1290014002,0579541174,4,base_mid,base,mid
1219107002,1281439007,1,base_bottom,base,bottom
1301327001,1275509003,1,base_bottom,base,bottom
1295275001,1288135004,4,base_bottom,base,bottom
1273994008,1246581010,1,base_mid,base,mid
1293190004,1233274002,5,base_bottom,base,bottom
1295098001,1247671007,1,base_mid,base,mid
1299542003,1297861004,1,base_mid,base,mid
1297195004,1297402002,2,base_bottom,base,bottom
1309874001,1283558001,4,base_bottom,base,bottom
1301377004,0871889043,5,base_bottom,base,bottom
1274171089,1259079003,5,base_bottom,base,bottom
1299730001,0871889084,5,base_bottom,base,bottom
1290269001,1308185001,1,base_mid,base,mid
0963662156,1293471002,3,base_bottom,base,bottom
0925212019,1272565012,1,base_bottom,base,bottom
1185135006,1293121001,1,base_mid,base,mid
1303364001,1288135003,5,base_bottom,base,bottom
1296539001,1299721001,1,base_mid,base,mid
1299542003,1169364022,1,base_mid,base,mid
1299730001,1169364022,1,base_mid,base,mid
0925212001,1294598005,5,base_bottom,base,bottom
1296546001,1247995001,5,base_bottom,base,bottom
1267641004,1109636038,5,base_bottom,base,bottom
1280449007,1295770002,1,base_bottom,base,bottom
1299843003,1293761006,4,base_bottom,base,bottom
1300636001,1281439010,1,base_bottom,base,bottom
1295098001,1266486001,5,base_bottom,base,bottom
0925212019,1281439001,1,base_bottom,base,bottom
1299061004,1224090010,1,base_bottom,base,bottom
1219107002,1237776017,1,base_mid,base,mid
1219107002,1250051003,3,base_bottom,base,bottom
1297195004,1292856001,1,base_bottom,base,bottom
1293965004,1247995001,5,base_bottom,base,bottom
0925212004,1308185001,1,base_mid,base,mid
1273994008,1290640001,1,base_bottom,base,bottom
1292500007,1199249001,5,base_bottom,base,bottom
1295098001,1199249046,1,base_bottom,base,bottom
1185135006,1299197001,1,base_bottom,base,bottom
1274171055,1259065015,5,base_bottom,base,bottom
1299843003,1274562002,4,base_bottom,base,bottom
1301327001,1293657001,3,base_bottom,base,bottom
1295098001,1307156001,1,base_mid,base,mid
1266751003,1199249015,1,base_bottom,base,bottom
0963662139,1267176002,5,base_bottom,base,bottom
1299730001,1246581011,1,base_mid,base,mid
1266751003,1289653004,1,base_mid,base,mid
0963662139,1169364024,1,base_mid,base,mid
1288338004,1152096048,1,base_mid,base,mid
1274171089,1199249046,1,base_bottom,base,bottom
1299542003,1295117002,3,base_bottom,base,bottom
1297195004,1288135003,5,base_bottom,base,bottom
0925212004,1300393001,3,base_bottom,base,bottom
1299061004,1305164001,1,base_bottom,base,bottom
1293965004,1310906001,1,base_bottom,base,bottom
1290269003,1264853007,1,base_bottom,base,bottom
1280449007,1289653004,1,base_mid,base,mid
0925212004,1297861004,1,base_mid,base,mid
0925212001,1274562002,1,base_bottom,base,bottom
1300636001,1310906001,2,base_bottom,base,bottom
1274171089,1246584004,1,base_mid,base,mid
1280449007,1259779005,5,base_bottom,base,bottom
1293967005,1283192003,2,base_bottom,base,bottom
1290269003,1035873001,1,base_bottom,base,bottom
1292500001,1259779004,5,base_bottom,base,bottom
1296379008,1300646001,2,base_bottom,base,bottom
1303364001,1292768001,3,base_bottom,base,bottom
1300636001,1299795002,4,base_bottom,base,bottom
1301327001,1296021002,3,base_bottom,base,bottom
1293190004,1242877022,1,base_mid,base,mid
1296546001,1246584004,1,base_mid,base,mid
1267641004,1195870010,1,base_bottom,base,bottom
1303729002,1263676001,3,base_bottom,base,bottom
1293190004,1250051003,1,base_bottom,base,bottom
1290014002,1295126001,3,base_bottom,base,bottom
1274436001,1289653004,1,base_mid,base,mid
0925212004,1288135004,3,base_bottom,base,bottom
1287140003,1133068024,2,base_bottom,base,bottom
1142908008,1264094004,5,base_mid,base,mid
1287140003,1263676001,3,base_bottom,base,bottom
1288338004,1245736003,1,base_mid,base,mid
1295275001,1299795002,1,base_bottom,base,bottom
1292500007,1247995001,5,base_bottom,base,bottom
1297195004,1296510001,1,base_bottom,base,bottom
0925212001,1250051003,3,base_bottom,base,bottom
1295275001,1207354016,4,base_bottom,base,bottom
1296667004,1246584004,1,base_mid,base,mid
1292500001,1222124007,5,base_bottom,base,bottom
1191700036,1296491001,2,base_bottom,base,bottom
1219107002,1246581010,1,base_mid,base,mid
1290269001,1259175001,2,base_bottom,base,bottom
1142908001,0579541072,2,base_mid,base,mid
1299061003,1275509003,4,base_bottom,base,bottom
1293190004,1290883004,3,base_bottom,base,bottom
1301327001,1035873001,1,base_bottom,base,bottom
1296534001,1293297005,5,base_bottom,base,bottom
1299061003,1267176002,1,base_bottom,base,bottom
1266751003,1293121001,1,base_mid,base,mid
1300636001,1264853007,3,base_bottom,base,bottom
1273994008,1242877022,1,base_mid,base,mid
1185135006,1281439010,1,base_bottom,base,bottom
1191700036,1294598003,4,base_bottom,base,bottom
1267641004,1295117001,5,base_bottom,base,bottom
1292500001,1248631012,3,base_mid,base,mid
1296379008,1299197001,1,base_bottom,base,bottom
1273994010,1281439007,1,base_bottom,base,bottom
0925212019,1272891004,5,base_bottom,base,bottom
1219107002,1299795002,2,base_bottom,base,bottom
1290014002,1303105005,4,base_bottom,base,bottom
1191700036,1292768003,3,base_bottom,base,bottom
1273994008,1199249015,1,base_bottom,base,bottom
1273994008,0579541174,1,base_mid,base,mid
1309874001,1294274002,4,base_bottom,base,bottom
1274436001,1296063003,1,base_bottom,base,bottom
1280449007,0871889084,5,base_bottom,base,bottom
1300096001,1296510001,5,base_bottom,base,bottom
1300636001,1093199011,1,base_mid,base,mid
1303364001,1281439010,1,base_bottom,base,bottom
0963662156,1239431008,3,base_mid,base,mid
1285169007,1294231001,3,base_bottom,base,bottom
1303729002,1273712004,5,base_bottom,base,bottom
1290575001,1260797009,1,base_mid,base,mid
1290269001,1296510001,2,base_bottom,base,bottom
1290269003,1248631012,1,base_mid,base,mid
1274171055,1293297005,4,base_bottom,base,bottom
1288338004,1236909018,5,base_bottom,base,bottom
1296379008,1275509003,5,base_bottom,base,bottom
1191700036,1089158025,1,base_mid,base,mid
1301327001,1292768001,3,base_bottom,base,bottom
1142908001,1283558001,5,base_bottom,base,bottom
1274171089,0579541174,1,base_mid,base,mid
1287140003,1261908001,4,base_bottom,base,bottom
0925212004,1264853007,3,base_bottom,base,bottom
1292500001,1287253002,1,base_bottom,base,bottom
1292500007,1245736003,1,base_mid,base,mid
1185135006,1295387004,1,base_mid,base,mid
1290575001,1255322004,1,base_bottom,base,bottom
0925212004,0579541072,1,base_mid,base,mid
1191700036,1295156001,1,base_bottom,base,bottom
1293190004,1259175001,5,base_bottom,base,bottom
1295098001,1274368001,5,base_bottom,base,bottom
1219107002,1292331002,3,base_bottom,base,bottom
1299061003,1296063002,2,base_bottom,base,bottom
1285169007,1246922022,1,base_bottom,base,bottom
1296539001,1239431014,2,base_mid,base,mid
1266751003,0579541072,1,base_mid,base,mid
1258821004,1295156001,2,base_bottom,base,bottom
1274171055,1295117002,5,base_bottom,base,bottom
1290269003,1292331002,1,base_bottom,base,bottom
1142908008,1296063002,5,base_bottom,base,bottom
1273994010,1289533003,3,base_bottom,base,bottom
1299542003,1307045001,1,base_bottom,base,bottom
1303729002,1295117003,5,base_bottom,base,bottom
1293190004,1248631012,5,base_mid,base,mid
1142908008,1295117002,5,base_bottom,base,bottom
1293967005,1281439010,4,base_bottom,base,bottom
1266751003,1226693011,3,base_mid,base,mid
1273994008,0579541072,2,base_mid,base,mid
1274436001,1248631001,2,base_mid,base,mid
1274171055,1246581010,2,base_mid,base,mid
0925212004,1303363002,1,base_mid,base,mid
1292500002,1045459044,5,base_bottom,base,bottom
1299061004,1293121001,1,base_mid,base,mid
1299843003,1045459044,3,base_bottom,base,bottom
0925212001,0579541072,1,base_mid,base,mid
1294732003,1264853008,5,base_bottom,base,bottom
1295098001,1297859001,1,base_mid,base,mid
