item_id_1,item_id_2,score,pair_type,role_1,role_2
1297195004,1289528003,1,base_bottom,base,bottom
1299730001,0579541198,1,base_mid,base,mid
1299843003,1281439003,1,base_bottom,base,bottom
1273994010,1296063002,1,base_bottom,base,bottom
1296534001,1255322004,5,base_bottom,base,bottom
1266751003,1293657001,3,base_bottom,base,bottom
1299061004,1169364023,1,base_mid,base,mid
1296379008,1035873001,5,base_bottom,base,bottom
1296539001,1294598005,5,base_bottom,base,bottom
1285169007,1303105005,1,base_bottom,base,bottom
0925212019,1247995001,5,base_bottom,base,bottom
1303364001,1296021002,2,base_bottom,base,bottom
1290269001,1289600008,1,base_mid,base,mid
1280449007,1296021002,4,base_bottom,base,bottom
1142908001,1293121001,1,base_mid,base,mid
1301377004,1239431008,1,base_mid,base,mid
0925212004,1292856001,1,base_bottom,base,bottom
1300096001,1226693008,1,base_mid,base,mid
1142908008,1281439001,5,base_bottom,base,bottom
1296539001,1285109001,2,base_bottom,base,bottom
1274171089,1293761006,1,base_bottom,base,bottom
0925212019,1133068024,2,base_bottom,base,bottom
1299061003,1250051003,1,base_bottom,base,bottom
1295275001,1303363002,1,base_mid,base,mid
1299061003,1259779005,2,base_bottom,base,bottom
1301327001,1264853008,2,base_bottom,base,bottom
1274171055,1296021002,4,base_bottom,base,bottom
1142908001,1295117001,5,base_bottom,base,bottom
1296539001,0579541174,1,base_mid,base,mid
1290269003,1281439003,1,base_bottom,base,bottom
1273994008,1248631012,1,base_mid,base,mid
1309875001,1239431008,1,base_mid,base,mid
1288338004,1303105003,1,base_bottom,base,bottom
1299542003,1270456001,4,base_bottom,base,bottom
1303788002,1133068024,4,base_bottom,base,bottom
1299843003,1273712004,3,base_bottom,base,bottom
1293190004,1302636001,1,base_mid,base,mid
1290014002,1255289001,5,base_bottom,base,bottom
0925212019,1276797014,1,base_bottom,base,bottom
1296667004,1288135001,1,base_bottom,base,bottom
1273994010,0579541001,1,base_mid,base,mid
1290269003,1237776017,1,base_mid,base,mid
1274171089,1236909018,5,base_bottom,base,bottom
1309874001,1303363002,1,base_mid,base,mid
1287140003,1222124008,5,base_bottom,base,bottom
1295098001,1290883004,5,base_bottom,base,bottom
1280449007,1226693011,1,base_mid,base,mid
1292500002,1297892003,1,base_mid,base,mid
1296667004,1292829001,1,base_bottom,base,bottom
1301327001,1296063002,1,base_bottom,base,bottom
1297195004,1259779004,2,base_bottom,base,bottom
1292500001,1297835002,4,base_bottom,base,bottom
1287140003,1297859001,1,base_mid,base,mid
1303788002,1255322004,1,base_bottom,base,bottom
1258821004,1292331002,4,base_bottom,base,bottom
1290575001,1275509003,5,base_bottom,base,bottom
1297195004,1045459044,3,base_bottom,base,bottom
1274171055,1303105005,3,base_bottom,base,bottom
1288338004,1222124008,5,base_bottom,base,bottom
1309875001,1259175001,1,base_bottom,base,bottom
1299061003,1299858003,2,base_bottom,base,bottom
1273994010,1264094004,1,base_mid,base,mid
1267641004,1307156001,2,base_mid,base,mid
1290014002,1310906001,3,base_bottom,base,bottom
1299061003,0579541192,1,base_mid,base,mid
1296379008,1294231001,4,base_bottom,base,bottom
1294732003,1082853048,1,base_mid,base,mid
1300096001,1247671007,1,base_mid,base,mid
1258821004,1289528003,1,base_bottom,base,bottom
1296534001,1169364024,1,base_mid,base,mid
1142908008,0579541001,4,base_mid,base,mid
1290014002,0579541192,4,base_mid,base,mid
1309875001,1292331001,1,base_bottom,base,bottom
1296667004,1247995004,4,base_bottom,base,bottom
1191700036,1289533003,3,base_bottom,base,bottom
1258821004,1297861004,1,base_mid,base,mid
1299542003,1293165001,5,base_bottom,base,bottom
1288338004,1276797014,1,base_bottom,base,bottom
1309875001,1307045001,2,base_bottom,base,bottom
1294732003,1293297005,5,base_bottom,base,bottom
1296534001,1169364025,1,base_mid,base,mid
1273994008,1300393001,1,base_bottom,base,bottom
1288338004,1247671007,1,base_mid,base,mid
0925212019,0871889043,5,base_bottom,base,bottom
1295275001,1264853008,2,base_bottom,base,bottom
1142908008,1222124007,5,base_bottom,base,bottom
1290269003,1248631010,2,base_mid,base,mid
1303788002,1230818008,5,base_bottom,base,bottom
1299542003,1274368001,5,base_bottom,base,bottom
1287140003,1283192003,1,base_bottom,base,bottom
1293967005,1275509003,5,base_bottom,base,bottom
1290269001,1305164001,5,base_bottom,base,bottom
1288338004,1296093006,2,base_bottom,base,bottom
0963662156,1267176002,3,base_bottom,base,bottom
0963662156,1299196001,2,base_mid,base,mid
1309875001,1199249001,1,base_bottom,base,bottom
1274436001,1169364023,1,base_mid,base,mid
1292500001,1295770002,5,base_bottom,base,bottom
1290269001,1307537002,3,base_bottom,base,bottom
1301327001,1295117003,4,base_bottom,base,bottom
1295275001,1281439003,1,base_bottom,base,bottom
0963662139,1290883004,5,base_bottom,base,bottom
0963662139,1281439003,1,base_bottom,base,bottom
1295275001,1255322001,1,base_bottom,base,bottom
1292500002,1273712003,5,base_bottom,base,bottom
1274436001,1296093006,5,base_bottom,base,bottom
1266751003,1297835002,4,base_bottom,base,bottom
1293190004,1288135004,5,base_bottom,base,bottom
1299061003,1265873001,2,base_bottom,base,bottom
1300636001,1292768003,2,base_bottom,base,bottom
1303729002,1274562002,1,base_bottom,base,bottom
1292500002,1247671007,2,base_mid,base,mid
1300096001,1285109001,1,base_bottom,base,bottom
1290575001,1226693008,1,base_mid,base,mid
1274171089,1258880003,5,base_bottom,base,bottom
1274436001,1300393001,5,base_bottom,base,bottom
1294732003,0871889084,5,base_bottom,base,bottom
1299061003,1289653004,1,base_mid,base,mid
1299843003,1255322004,1,base_bottom,base,bottom
1290575001,1292829001,2,base_bottom,base,bottom
1142908001,1230323002,5,base_bottom,base,bottom
1285169007,1288135001,3,base_bottom,base,bottom
1301377004,1255322004,1,base_bottom,base,bottom
1299843003,1258880003,2,base_bottom,base,bottom
1299542003,1290640001,4,base_bottom,base,bottom
1293190004,0579541192,3,base_mid,base,mid
1296539001,1255289001,1,base_bottom,base,bottom
1303364001,1299721001,1,base_mid,base,mid
1274171055,1295387004,1,base_mid,base,mid
1296667004,1293471002,1,base_bottom,base,bottom
1299843003,1296093006,2,base_bottom,base,bottom
1303364001,1199249046,1,base_bottom,base,bottom
1273994008,1237605001,1,base_mid,base,mid
1219107002,1230818008,5,base_bottom,base,bottom
1142908008,1275509003,5,base_bottom,base,bottom
1300636001,1288135004,3,base_bottom,base,bottom
1303364001,1302636001,1,base_mid,base,mid
1299843003,1277540001,1,base_mid,base,mid
1309874001,1260797009,1,base_mid,base,mid
1142908008,1259065015,5,base_bottom,base,bottom
0925212004,1289653004,1,base_mid,base,mid
1296539001,1109636038,5,base_bottom,base,bottom
1310907001,1270456001,3,base_bottom,base,bottom
1295098001,1296510001,4,base_bottom,base,bottom
1296379008,1089158025,5,base_mid,base,mid
1293967005,1281439007,5,base_bottom,base,bottom
0963662156,1236909018,5,base_bottom,base,bottom
1295098001,1303105003,5,base_bottom,base,bottom
1274171055,1082853048,3,base_mid,base,mid
1142908001,1247671007,1,base_mid,base,mid
1293190004,1296063003,5,base_bottom,base,bottom
0925212019,1222124005,5,base_bottom,base,bottom
1274171055,1259779005,5,base_bottom,base,bottom
1267641004,1302636001,3,base_mid,base,mid
1219107002,1199249046,1,base_bottom,base,bottom
1290575001,1285109001,1,base_bottom,base,bottom
1300636001,1292829001,1,base_bottom,base,bottom
1299730001,1281439003,1,base_bottom,base,bottom
1299061003,1295770002,1,base_bottom,base,bottom
1293190004,1295156001,1,base_bottom,base,bottom
1309875001,1237776012,1,base_mid,base,mid
1303788002,1300646001,3,base_bottom,base,bottom
1185135006,1293121003,1,base_mid,base,mid
1296546001,1292768003,1,base_bottom,base,bottom
1274171089,1242877022,1,base_mid,base,mid
1293190004,1239431014,3,base_mid,base,mid
1292500002,1169364022,1,base_mid,base,mid
1191700036,1246581011,1,base_mid,base,mid
0963662156,1294598005,5,base_bottom,base,bottom
1266751003,1299721001,2,base_mid,base,mid
0925212004,1288135001,5,base_bottom,base,bottom
1296534001,1296093006,5,base_bottom,base,bottom
1296539001,1303363002,1,base_mid,base,mid
1258821004,1264853007,5,base_bottom,base,bottom
1273994010,1294274002,2,base_bottom,base,bottom
1296539001,1283558001,5,base_bottom,base,bottom
1294732003,1289653004,1,base_mid,base,mid
1299843003,0579541198,1,base_mid,base,mid
1296667004,1260797009,1,base_mid,base,mid
0925212019,1287253002,1,base_bottom,base,bottom
1274436001,1248631010,1,base_mid,base,mid
1296379008,1281439007,5,base_bottom,base,bottom
1280449007,1247671007,1,base_mid,base,mid
1273994010,1296063003,1,base_bottom,base,bottom
1290269001,1265873001,4,base_bottom,base,bottom
1310907001,1281439003,1,base_bottom,base,bottom
1142908008,1273712004,3,base_bottom,base,bottom
1309875001,1045459058,4,base_bottom,base,bottom
1293190004,1294274002,2,base_bottom,base,bottom
1290575001,1109636039,5,base_bottom,base,bottom
1274436001,1236909018,5,base_bottom,base,bottom
1296546001,1296063002,2,base_bottom,base,bottom
1303788002,1273712003,3,base_bottom,base,bottom
1301377004,1292768001,5,base_bottom,base,bottom
1309874001,1305164001,3,base_bottom,base,bottom
1292500002,1245736003,1,base_mid,base,mid
1273994010,1248631001,1,base_mid,base,mid
1293190004,1293121001,1,base_mid,base,mid
1185135006,1307537002,2,base_bottom,base,bottom
1287140003,1297402002,5,base_bottom,base,bottom
1309875001,1259779004,1,base_bottom,base,bottom
1309874001,1224090010,5,base_bottom,base,bottom
1293965004,1292768001,5,base_bottom,base,bottom
1300636001,1293471002,2,base_bottom,base,bottom
1296539001,1308185001,1,base_mid,base,mid
1297195004,1255322004,1,base_bottom,base,bottom
1303729002,1246581011,1,base_mid,base,mid
1285169007,1281439001,3,base_bottom,base,bottom
1300636001,1237776017,1,base_mid,base,mid
1310907001,0579541001,1,base_mid,base,mid
1219107002,1261908001,1,base_bottom,base,bottom
1287140003,1290640001,1,base_bottom,base,bottom
0963662139,1199249001,5,base_bottom,base,bottom
1296379008,1293165001,5,base_bottom,base,bottom
1295275001,1247671007,1,base_mid,base,mid
1301377004,1247671007,1,base_mid,base,mid
1287140003,1293657001,1,base_bottom,base,bottom
1293967005,1248631001,1,base_mid,base,mid
1294732003,1226693011,1,base_mid,base,mid
1299542003,1293657001,2,base_bottom,base,bottom
1300636001,1297835002,5,base_bottom,base,bottom
1303729002,1045459058,4,base_bottom,base,bottom
1274171089,1303105003,4,base_bottom,base,bottom
1295098001,1207354016,2,base_bottom,base,bottom
1191700036,1195870010,3,base_bottom,base,bottom
1303364001,1263676001,5,base_bottom,base,bottom
1310907001,1237776012,1,base_mid,base,mid
1290269001,1289653004,1,base_mid,base,mid
1294732003,1224090012,5,base_bottom,base,bottom
1295098001,1199249015,1,base_bottom,base,bottom
1142908001,1272565012,5,base_bottom,base,bottom
1219107002,1207354016,4,base_bottom,base,bottom
1303788002,1224090010,5,base_bottom,base,bottom
0925212019,0579541174,1,base_mid,base,mid
1142908001,1089158025,5,base_mid,base,mid
1295275001,1300393001,5,base_bottom,base,bottom
1290269003,1292768003,2,base_bottom,base,bottom
1296539001,1295117003,5,base_bottom,base,bottom
1273994010,1226693008,1,base_mid,base,mid
1296534001,1292768003,2,base_bottom,base,bottom
1274436001,1292331002,3,base_bottom,base,bottom
1292500007,1307156001,1,base_mid,base,mid
1142908001,1133068024,5,base_bottom,base,bottom
1299061003,1255289001,3,base_bottom,base,bottom
1303729002,1258880003,2,base_bottom,base,bottom
1290269001,1296063003,1,base_bottom,base,bottom
1191700036,1295770002,3,base_bottom,base,bottom
1285169007,1260797009,1,base_mid,base,mid
1295275001,1259779004,1,base_bottom,base,bottom
1274171089,1093199011,1,base_mid,base,mid
1290575001,1247890008,2,base_bottom,base,bottom
1309874001,1292331001,1,base_bottom,base,bottom
1295275001,1230818008,1,base_bottom,base,bottom
1142908008,1266486001,5,base_bottom,base,bottom
1287140003,1295770002,1,base_bottom,base,bottom
1293965004,1277540001,1,base_mid,base,mid
1274171055,1224090010,2,base_bottom,base,bottom
1303364001,0579541174,1,base_mid,base,mid
1267641004,1294274002,5,base_bottom,base,bottom
1274171055,1295117003,2,base_bottom,base,bottom
1299843003,1266486001,5,base_bottom,base,bottom
0925212019,1296510001,1,base_bottom,base,bottom
1296534001,1245736003,1,base_mid,base,mid
1267641004,1222124005,4,base_bottom,base,bottom
1310907001,1230818008,5,base_bottom,base,bottom
1310907001,1222124005,5,base_bottom,base,bottom
0963662139,1281439001,5,base_bottom,base,bottom
1303788002,1295126001,5,base_bottom,base,bottom
0925212019,1288135001,2,base_bottom,base,bottom
1292500001,1226693008,1,base_mid,base,mid
1280449007,1303363002,1,base_mid,base,mid
0925212004,1199249046,1,base_bottom,base,bottom
1300096001,1299196001,2,base_mid,base,mid
1310907001,1295770002,1,base_bottom,base,bottom
1273994008,1299196001,1,base_mid,base,mid
1292500001,1109636039,5,base_bottom,base,bottom
1303364001,1293297005,3,base_bottom,base,bottom
0925212001,1292331001,4,base_bottom,base,bottom
1292500002,1289642002,5,base_mid,base,mid
1258821004,1294274002,5,base_bottom,base,bottom
1297195004,1184662024,2,base_bottom,base,bottom
1219107002,1293657001,4,base_bottom,base,bottom
1303729002,1288135001,1,base_bottom,base,bottom
1292500002,1300646001,4,base_bottom,base,bottom
0925212019,1281439007,1,base_bottom,base,bottom
1142908008,1297835002,4,base_bottom,base,bottom
1293965004,1292829001,2,base_bottom,base,bottom
1292500007,1305164001,2,base_bottom,base,bottom
1299730001,1093199011,1,base_mid,base,mid
1280449007,1272565012,1,base_bottom,base,bottom
1267641004,1207354016,4,base_bottom,base,bottom
1293190004,1246584004,1,base_mid,base,mid
1191700036,1237776017,4,base_mid,base,mid
1266751003,1169364024,1,base_mid,base,mid
1299061004,1259065015,2,base_bottom,base,bottom
1290269003,1308185001,1,base_mid,base,mid
1297195004,1310906001,1,base_bottom,base,bottom
1274171055,1199249001,2,base_bottom,base,bottom
1303729002,1289642002,1,base_mid,base,mid
1292500001,1297892003,1,base_mid,base,mid
1273994008,1292331002,1,base_bottom,base,bottom
1299843003,1222124008,2,base_bottom,base,bottom
1293967005,1224090010,1,base_bottom,base,bottom
1297195004,1271904001,2,base_bottom,base,bottom
1296539001,1299196001,2,base_mid,base,mid
1303729002,1245736003,1,base_mid,base,mid
1191700036,1045459058,5,base_bottom,base,bottom
1274436001,1281439010,1,base_bottom,base,bottom
1280449007,1045459058,5,base_bottom,base,bottom
1274436001,1293121003,1,base_mid,base,mid
1296546001,1297859001,1,base_mid,base,mid
1292500001,1303363002,1,base_mid,base,mid
1185135006,1222124008,2,base_bottom,base,bottom
1219107002,1300393001,4,base_bottom,base,bottom
1299061003,1307537002,1,base_bottom,base,bottom
1295275001,1272891004,2,base_bottom,base,bottom
1258821004,1274562002,1,base_bottom,base,bottom
1191700036,1289528003,1,base_bottom,base,bottom
1273994010,1199249001,1,base_bottom,base,bottom
1300096001,0579541174,1,base_mid,base,mid
1273994010,1281439003,1,base_bottom,base,bottom
1292500001,1288135002,5,base_bottom,base,bottom
1296534001,1246584004,1,base_mid,base,mid
1300636001,1288135003,3,base_bottom,base,bottom
1290269001,1169364024,1,base_mid,base,mid
1274436001,1295117002,3,base_bottom,base,bottom
1294732003,1246922022,2,base_bottom,base,bottom
1295275001,1089158025,1,base_mid,base,mid
1142908001,1303105005,5,base_bottom,base,bottom
1303364001,1239431008,1,base_mid,base,mid
1300636001,1259079003,1,base_bottom,base,bottom
1273994008,1246584004,1,base_mid,base,mid
0925212001,1133068024,4,base_bottom,base,bottom
1295275001,1290639001,1,base_bottom,base,bottom
1273994010,1307537002,1,base_bottom,base,bottom
1299061004,1277540001,1,base_mid,base,mid
1267641004,1258880003,2,base_bottom,base,bottom
1267641004,1295156001,1,base_bottom,base,bottom
1142908008,1299858003,5,base_bottom,base,bottom
1295098001,1250051003,3,base_bottom,base,bottom
1303729002,1293297005,3,base_bottom,base,bottom
1274436001,1273712001,5,base_bottom,base,bottom
1296546001,1281439001,1,base_bottom,base,bottom
1293190004,1289600008,1,base_mid,base,mid
0925212001,1292829001,1,base_bottom,base,bottom
1301377004,1288135001,1,base_bottom,base,bottom
1274171089,1230323002,1,base_bottom,base,bottom
1299061004,1307156001,1,base_mid,base,mid
1191700036,1273712003,2,base_bottom,base,bottom
1303729002,1273712003,3,base_bottom,base,bottom
1292500007,1274368001,5,base_bottom,base,bottom
1274171089,1273712003,4,base_bottom,base,bottom
1299061004,1287253002,1,base_bottom,base,bottom
1303364001,1296063003,2,base_bottom,base,bottom
1191700036,1294274002,2,base_bottom,base,bottom
1297195004,1260797009,1,base_mid,base,mid
1300636001,1246922022,2,base_bottom,base,bottom
1293965004,1266486001,1,base_bottom,base,bottom
1299061004,1222124007,3,base_bottom,base,bottom
1296667004,1288135004,2,base_bottom,base,bottom
1310907001,1273712001,5,base_bottom,base,bottom
1296546001,1184662024,1,base_bottom,base,bottom
1290575001,1288135002,3,base_bottom,base,bottom
1293965004,1290639001,2,base_bottom,base,bottom
1273994008,1288135002,2,base_bottom,base,bottom
1300636001,1285109001,1,base_bottom,base,bottom
1219107002,1169364025,1,base_mid,base,mid
1299061003,1281439003,4,base_bottom,base,bottom
1292500001,1093199015,1,base_mid,base,mid
1303788002,1280369003,1,base_bottom,base,bottom
1267641004,1266486001,3,base_bottom,base,bottom
1219107002,0579541001,1,base_mid,base,mid
1273994008,1272565012,1,base_bottom,base,bottom
0925212004,1281439001,1,base_bottom,base,bottom
1301327001,1296510001,1,base_bottom,base,bottom
1303729002,1277540001,1,base_mid,base,mid
1142908008,1280369003,5,base_bottom,base,bottom
0925212004,1248631001,2,base_mid,base,mid
0963662139,1280369003,5,base_bottom,base,bottom
1296539001,1152096048,1,base_mid,base,mid
1295098001,1237776011,1,base_mid,base,mid
1288338004,1109636038,5,base_bottom,base,bottom
1309874001,1169364023,1,base_mid,base,mid
1142908008,1293657001,4,base_bottom,base,bottom
1292500001,1294598005,5,base_bottom,base,bottom
1290269003,1295117001,4,base_bottom,base,bottom
1293965004,1299721001,1,base_mid,base,mid
0925212004,1294274002,3,base_bottom,base,bottom
1293967005,1199249015,5,base_bottom,base,bottom
1274171055,1247995001,5,base_bottom,base,bottom
0963662156,1307537002,1,base_bottom,base,bottom
1303788002,1236909018,5,base_bottom,base,bottom
1292500001,1045459058,5,base_bottom,base,bottom
1299730001,1288135004,3,base_bottom,base,bottom
1296539001,1258880003,4,base_bottom,base,bottom
0963662156,1289528003,5,base_bottom,base,bottom
1219107002,1307156001,4,base_mid,base,mid
1293965004,1294231001,3,base_bottom,base,bottom
1309874001,1296491001,2,base_bottom,base,bottom
1303729002,1270456001,3,base_bottom,base,bottom
1290014002,1259779004,5,base_bottom,base,bottom
1293965004,1293121003,1,base_mid,base,mid
1294732003,1296021002,3,base_bottom,base,bottom
1294732003,1255322004,1,base_bottom,base,bottom
1299730001,1169364025,1,base_mid,base,mid
1299542003,1259175001,1,base_bottom,base,bottom
1292500001,1264853007,2,base_bottom,base,bottom
1290269001,1082853048,5,base_mid,base,mid
1292500002,1293761006,5,base_bottom,base,bottom
1290014002,1289528003,5,base_bottom,base,bottom
1299843003,1299721001,1,base_mid,base,mid
1309875001,1248631001,1,base_mid,base,mid
1301327001,1289528003,1,base_bottom,base,bottom
1292500002,1222124008,5,base_bottom,base,bottom
1296546001,1169364025,1,base_mid,base,mid
1287140003,1303105003,1,base_bottom,base,bottom
1295275001,1307156001,1,base_mid,base,mid
1303788002,1035873001,1,base_bottom,base,bottom
1267641004,1082853048,1,base_mid,base,mid
1297195004,1300818001,3,base_bottom,base,bottom
1266751003,1302636001,2,base_mid,base,mid
1309875001,1275509003,2,base_bottom,base,bottom
1287140003,1169364025,1,base_mid,base,mid
0925212001,1109636039,5,base_bottom,base,bottom
1274436001,1293297005,5,base_bottom,base,bottom
1185135006,1303363002,2,base_mid,base,mid
0925212001,1299858003,5,base_bottom,base,bottom
1303788002,1303105005,5,base_bottom,base,bottom
1295098001,1289653004,1,base_mid,base,mid
1297195004,1290883004,5,base_bottom,base,bottom
1300636001,1246584004,1,base_mid,base,mid
1191700036,1259079003,4,base_bottom,base,bottom
1287140003,1274368001,5,base_bottom,base,bottom
1303729002,1296063002,1,base_bottom,base,bottom
1290014002,1281439010,5,base_bottom,base,bottom
1300636001,1289528003,1,base_bottom,base,bottom
1301327001,1293471002,2,base_bottom,base,bottom
1300636001,0579541072,1,base_mid,base,mid
1266751003,1290883004,3,base_bottom,base,bottom
0963662156,1299197001,1,base_bottom,base,bottom
1299542003,1089158025,1,base_mid,base,mid
1295098001,1283192003,5,base_bottom,base,bottom
1296539001,1290883004,4,base_bottom,base,bottom
1191700036,1248631001,3,base_mid,base,mid
1274171055,1264853008,5,base_bottom,base,bottom
1296667004,1289653004,1,base_mid,base,mid
1293190004,1296491001,4,base_bottom,base,bottom
1293190004,1237776017,2,base_mid,base,mid
1142908001,1273712004,5,base_bottom,base,bottom
1258821004,1259065015,2,base_bottom,base,bottom
1273994010,1288135004,3,base_bottom,base,bottom
1219107002,1287253002,1,base_bottom,base,bottom
1309874001,1288135003,2,base_bottom,base,bottom
1309875001,1280369003,1,base_bottom,base,bottom
1299843003,1288135002,2,base_bottom,base,bottom
1303364001,1045459058,5,base_bottom,base,bottom
