item_id_1,item_id_2,compatibility_score
1292500002,1303105005,4
1299843003,1293471002,1
1281664001,1293033002,1
1217576030,0935727024,4
1290269001,1293471002,3
1290575001,1236909018,5
1290269003,1296510001,1
1280449007,1264094004,1
1296534001,1296510001,5
1281664001,1293033001,1
1295098001,1273712004,5
1294732003,1247995004,4
1287140003,1266486001,2
1294732003,1255322001,1
1296539001,1289600008,1
1191700036,1247995001,4
1280449007,1239431014,1
1290269003,1305355001,1
1296667004,1299197001,1
0963662139,1255322004,5
1309874001,1292768003,2
1142908001,1239431014,5
1297195004,1293853009,3
1297151001,1261593002,4
1262488002,1296528002,1
1299542003,1293121003,1
1292675001,1304962001,1
1290269001,1294598005,4
1299061004,1281439001,5
1296546001,1233274002,5
1274171055,1260797009,1
1292500001,1302636001,1
1294732003,1247671007,1
1295098001,1296491001,2
1290575001,1289533003,3
1301327001,1293165001,1
1308725001,1237776014,1
1296379008,1303363002,1
1297151001,1293033002,3
1300636001,1296063003,1
1309909001,1298072001,1
1293965004,1222124007,3
1297142003,1199249015,1
0925212001,1272891004,5
1295098001,0579541192,1
1295098001,1310906001,2
1295544003,1293346001,3
1295275001,1295117003,4
1290269001,1295387004,1
1290269003,1230818008,3
1295098001,1255289001,1
1288338004,1281439007,1
1299843003,1283192003,5
1297142003,1237605001,1
1293967005,1233274002,5
1301327001,1293761006,5
1293965004,1259079003,1
1300096001,1222124005,5
1290575001,1247671007,1
1217576030,1301009001,1
1274171055,1266486001,5
1274171089,1292331002,4
1293989001,1294309001,1
1185135006,1255322001,1
1300096001,1089158025,1
1300096001,1305355001,1
1142908008,1261908001,5
1300096001,1288135004,4
1300096001,1293853010,5
1274171055,1089158025,2
1258821004,1307045001,5
1292500002,1296059003,1
1266751003,1274562002,1
1287140003,1297835002,1
1292500002,1300538002,1
1299061004,1292829001,1
1296027001,1259454001,5
1299730001,0579541001,1
1288338004,1246584004,1
1300096001,1295126001,5
1299061004,1300538002,1
1273994008,1299858003,2
1303788002,1297861004,1
1293190004,1237776011,1
1217576026,1301133002,1
1281664001,1281439007,1
1274171055,1296510001,2
1309874001,1295117001,2
1301327001,1237776011,1
1267641004,1290172001,3
1191700036,1307156001,1
1290269001,1089158025,5
1280449007,1237776012,1
0963662139,1307156001,5
1273994010,1230323002,2
1295133002,1261868002,1
1142908001,1299196001,5
0925212019,1093199011,2
1300636001,1169364023,1
1297151001,1301116001,1
1297195004,1300538002,1
1293190004,1093199015,1
1303364001,1293165001,2
0963662139,1273712003,5
1271903002,1261593002,1
0963662156,1307045001,2
1258821004,1297892003,1
1310907001,1310906001,5
1191700036,1261750007,4
1299061004,1236909018,5
1299843003,1207354016,5
1217576026,1301116001,1
1290575001,1248631012,2
1280449007,1247890008,1
1217576026,1296528002,3
1310907001,1283558001,4
1299542003,1246581011,1
1266751003,1295117001,3
1299061003,1263464012,1
1273994010,1283192003,3
1303788002,1293121003,1
0963662139,1237776014,4
1301377004,1296510001,5
1293965004,1272698002,1
1303788002,1289533003,2
1301377004,1265873001,5
1303788002,1260797009,1
0925212004,1259175001,1
1142908008,1294231001,5
1300096001,1258880003,2
1300096001,1281439007,1
1283355001,1209691006,1
1273994008,1297835002,2
1297151001,1264166005,3
1273994008,1271904001,5
1280449007,1248631012,1
1287140003,1290225004,1
1309875001,1297861004,1
1296546001,1239431014,1
1315335001,1169364022,2
1283258001,1289642002,1
1217576026,1302636001,1
1296534001,1299858003,2
1217576030,1281439001,1
1280449007,1264853008,3
1292500002,1307156001,5
1296667004,1207354016,5
0925212019,1263676001,5
1287140003,1255289001,4
1293965004,1295117002,5
1299061003,1288135002,2
1142908008,1152096048,5
1217576026,0935727024,5
1274171089,1271904001,5
1274436001,1272565012,2
1296667004,1226693011,1
1185135006,1272698002,1
1310907001,1261750007,5
1274171055,1247995004,5
1295275001,1299196001,1
1294732003,1259065015,3
1296379008,1293121003,1
1191700036,1273712004,3
1191700036,1224090012,4
1296546001,1169364023,1
0963662156,1280369003,4
1293190004,1292331002,3
0963662156,1293853009,5
1294732003,1293324001,1
1292500002,1274285003,1
1273994008,1264853007,3
1142908001,1258880003,5
1287140003,1261750007,5
1292500002,1299858003,5
1296534001,1247995004,5
1301377004,1299795002,2
1299730001,1258880003,4
1295275001,1299197001,2
1301377004,1261750008,5
1185135006,1230818008,5
1301377004,1292331001,2
1258821004,1299858003,5
1280449007,1289642002,1
1266751003,1222124008,4
1308588001,1295387004,1
1299730001,1296093006,5
0925212004,1277540001,1
1292500001,1276797014,5
1309874001,1285595001,1
1300636001,1230323002,2
1299542003,1297835002,3
1299061003,1237776011,1
1300096001,1294274002,5
1185135006,1293471002,3
1267641004,1264853008,4
1292353004,1281439001,1
1309875001,1233274002,2
1285169007,1275509003,5
1293967005,1199249046,5
1299061003,1169364025,1
1191700036,1247995004,5
1191700036,1295387004,1
1258821004,1292856001,1
1296027001,1199249015,1
1247815002,1293054002,1
1191700036,1272565012,2
1295275001,1290640001,1
1273994008,1299197001,1
1299542003,1242877022,1
1185135006,1184662024,1
1296534001,1264853007,2
1285169007,1299795002,3
1287140003,1292331002,1
1280449007,1259065015,3
1303788002,1237776012,1
1288338004,1288135004,3
1309903002,1294301001,1
1301377004,1261750007,5
1273994008,1237776017,1
1299542003,1199249046,1
1287140003,1293165001,5
1258821004,1242877022,1
1293190004,1246922022,1
1309874001,1246584004,1
1142908008,1296063003,5
1299061004,1281439007,4
1297195004,1245736003,1
1299843003,1297402002,4
1293965004,1199249015,1
1142908001,1233274002,5
1295133002,1169364025,1
1296379008,1261750007,3
1297151001,1263464012,1
1273994010,1260797009,1
1299843003,1283558001,2
1274171055,1258880003,5
1287140003,1237776011,1
1301327001,1237605001,1
1299061003,1222124005,4
1290014002,1258880003,5
1280449007,1222124007,5
1258821004,1089158025,1
1303364001,1289600008,1
1315335001,0579541192,4
0925212004,1224090010,3
1290014002,1263464012,1
1292500007,1237776012,2
1297195004,1297835002,3
1301377004,1296059003,2
1309874001,1293471002,5
1285169007,1296510001,2
1246532003,1283794001,1
1290269003,1297835002,3
1290380003,1288933001,3
1274171089,1247995004,4
1273994008,1082853048,1
1295724002,1282397002,1
1299730001,1303105005,5
1295542001,1294309001,2
0963662139,1222124007,5
0925212019,1295156001,1
1303729002,1303105003,2
1232338004,1237605001,2
1303364001,1290883004,5
1292500001,1275509003,3
0925212001,1242877022,5
1276781001,1259401006,4
1303788002,1296021002,4
1285169007,1297835001,5
1308588001,1296528002,1
1296546001,1152096048,1
1290269001,1295770002,4
1295133002,1244574001,1
1297845003,1294309001,1
0925212001,1237605001,5
1142908001,1305355001,1
1293967005,1248631012,2
1300096001,1264853008,5
1290269001,1307045001,5
1296546001,1297835002,5
1295275001,1195870010,4
1303788002,1292768001,5
1276781001,1310152001,1
1292500001,1299721001,1
1303364001,0871889043,5
1301377004,1292856001,1
1273054002,1293324001,1
1299542003,1296093006,5
1299843003,1093199011,1
1290014002,1280369003,2
1142908008,1303363002,2
1308725001,1294893001,2
1287140003,1290639001,1
1276763001,1290225004,1
1288338004,1294231001,4
1296534001,1273712004,4
1301327001,1082853048,1
1293190004,1295117003,5
1280449007,1267176002,5
1293967005,1271648001,2
1287140003,1283558001,1
1280449007,1283192003,2
1296667004,1169364022,1
1290269003,1109636039,4
1308590001,1290871002,1
1303729002,1302636001,1
1300636001,1260797009,1
1294732003,1222124008,5
1274436001,1035873001,2
1267641004,1297835002,2
1285169007,1207354016,3
1309875001,1296510001,1
1292500001,1293853009,5
1309875001,1299858003,3
1285169007,1295117001,1
1308725001,1307156001,2
1258821004,1035873001,1
1296667004,1293853009,3
1315335001,1288042001,2
1285169007,1288135004,1
1285169007,1237776014,1
1266751003,1264853008,3
0925212019,1246922022,1
1273994010,1267176002,4
1303788002,1277540001,1
1292500001,1300818001,5
1299061003,1305164001,1
1299061003,1247995004,5
1290269001,1035873001,1
1284182001,1288042001,4
1299843003,1290640001,1
0963662139,1270456001,5
1300636001,1292331002,5
1295275001,1295117001,5
1290269003,1258880003,2
1293190004,1246581011,5
0963662156,1289600008,2
1285169007,1152096048,3
1292353004,1239431014,4
1295542001,1093199015,2
1290269003,1237776014,1
1285169007,1169364022,1
1292500002,1308428001,1
1303788002,1169364025,1
1297195004,1300707001,4
1267641004,1247995001,5
1276763001,1264166005,2
1290269003,1222124005,5
1273054002,1288933001,1
1185135006,1248631012,1
1296027001,1301009001,1
1297195004,1237776011,2
1273994008,1288135003,2
1309874001,1089158025,1
1273994010,1224090010,3
1274436001,1199249046,2
1297142003,1282397002,1
1308588001,1293346001,2
1303729002,1290225004,1
1315335001,1269225001,1
1295098001,1093199015,1
1292500001,1296510001,5
1315335001,1093199015,1
1293967005,1290883004,2
1296546001,1259779005,5
1288338004,1293657001,5
1258821004,1274285010,2
1281664001,1300538002,1
1185135006,1274368001,3
1295724002,1305355001,1
1273994008,1273712003,3
1281664001,1259401001,2
1301327001,1287253002,2
1293190004,1265873001,4
1300096001,1265873001,5
1300636001,1271648001,2
1295098001,1233274002,5
1246532003,1289061001,2
1293190004,1274562002,4
1297125001,1239431014,2
1280449007,1295117003,4
1272451008,0579541174,1
1274171089,1264853008,2
1266751003,1263464012,1
0925212001,1294231001,4
1273994010,1299721001,1
1290014002,0579541174,4
1219107002,1281439007,1
1295724002,1289061001,1
1292353004,1248631010,2
1301327001,1275509003,1
1295724002,1274285003,3
1295275001,1288135004,4
1273994008,1246581010,1
1293190004,1233274002,5
1295098001,1247671007,1
1258821004,1272698002,1
1247815002,1264166005,3
1299542003,1297861004,1
1297195004,1297402002,2
1309874001,1283558001,4
1301377004,0871889043,5
1274171089,1259079003,5
1299730001,0871889084,5
1284182001,1269225001,2
1290269001,1308185001,1
0963662156,1293471002,3
0925212019,1272565012,1
1185135006,1293121001,1
1303788002,1290225004,1
1303364001,1288135003,5
1280449007,1272698002,1
1308725001,1308173001,1
1271903002,1309324001,1
1296027001,1226693008,1
1296539001,1299721001,1
1299542003,1169364022,1
1295542001,1301133002,1
1299730001,1169364022,1
0925212001,1294598005,5
1296546001,1247995001,5
1267641004,1109636038,5
1280449007,1295770002,1
1299843003,1293761006,4
1281664001,1247671007,1
1300636001,1281439010,1
1295098001,1266486001,5
0925212019,1281439001,1
1299061004,1224090010,1
1272451008,1301133002,1
1246532003,1296528004,1
1219107002,1237776017,1
1219107002,1250051003,3
1297195004,1292856001,1
1293965004,1247995001,5
1278037004,1294309001,1
0925212004,1308185001,1
1273994008,1290640001,1
1292500007,1199249001,5
1295098001,1199249046,1
1297125001,1277540001,1
1308599001,1303363002,1
1308599001,1281439010,1
1185135006,1299197001,1
1274171055,1259065015,5
1299843003,1274562002,4
1301327001,1293657001,3
1295098001,1307156001,1
1266751003,1199249015,1
0963662139,1267176002,5
1299730001,1246581011,1
1299061003,1305355001,1
1266751003,1289653004,1
0963662139,1169364024,1
1142908001,1290225004,1
1288338004,1152096048,1
1274171089,1199249046,1
1299542003,1295117002,3
1283258001,1300482001,1
1297195004,1288135003,5
0925212004,1300393001,3
1299061004,1305164001,1
1293965004,1310906001,1
1290269003,1264853007,1
1280449007,1289653004,1
0925212004,1297861004,1
0925212001,1274562002,1
1300636001,1310906001,2
1274171089,1246584004,1
1280449007,1259779005,5
1293967005,1283192003,2
1308599001,1296528002,2
1308588001,1260797009,1
1290269003,1035873001,1
1292500001,1259779004,5
1296379008,1300646001,2
1303364001,1292768001,3
1300636001,1299795002,4
1301867001,1308428001,1
1301327001,1296021002,3
1281664001,1263464012,1
1293190004,1242877022,1
1276781001,1246581010,2
1296546001,1246584004,1
1267641004,1195870010,1
1290269001,1285595001,1
1303729002,1263676001,3
1293190004,1250051003,1
1290014002,1295126001,3
1274436001,1289653004,1
1271903002,1294215003,1
0925212004,1288135004,3
1287140003,1133068024,2
1142908008,1264094004,5
1273994010,1308428001,1
1287140003,1263676001,3
1288338004,1245736003,1
1295275001,1299795002,1
0963662156,1272698002,5
1292500007,1247995001,5
1191700036,1263464012,1
1297195004,1296510001,1
1308590001,1237776014,2
0925212001,1250051003,3
1295275001,1207354016,4
1309903002,1307156001,1
1293989001,1293752001,2
1296667004,1246584004,1
1292500001,1222124007,5
1191700036,1296491001,2
1219107002,1246581010,1
1290269001,1259175001,2
1274171055,1285595001,1
1142908001,0579541072,2
1299061003,1275509003,4
1293190004,1290883004,3
1301327001,1035873001,1
1296534001,1293297005,5
1299061003,1267176002,1
1301867001,1239431008,1
1266751003,1293121001,1
1300636001,1264853007,3
1273994008,1242877022,1
1185135006,1281439010,1
1191700036,1294598003,4
1299843003,1261750007,4
1267641004,1295117001,5
1292500001,1248631012,3
1296379008,1299197001,1
1273994010,1281439007,1
0925212019,1272891004,5
1219107002,1299795002,2
1290014002,1303105005,4
1191700036,1292768003,3
1300096001,1274285003,2
1273994008,1199249015,1
1273994008,0579541174,1
1309874001,1294274002,4
1303140001,1294309001,1
1276781001,1253652001,1
1274436001,1296063003,1
1297151001,1308185001,1
1280449007,0871889084,5
1276781001,1269225001,1
1300096001,1296510001,5
1300636001,1093199011,1
1303364001,1281439010,1
0963662156,1239431008,3
1285169007,1294231001,3
1303729002,1273712004,5
1290575001,1260797009,1
1290269001,1296510001,2
1290269003,1248631012,1
1274171055,1293297005,4
1288338004,1236909018,5
1296379008,1275509003,5
1191700036,1089158025,1
1301327001,1292768001,3
1142908001,1283558001,5
1274171089,0579541174,1
1287140003,1261908001,4
1297125001,1228998003,3
0925212004,1264853007,3
1247815002,1228998003,3
1308590001,1199249001,1
1292500001,1287253002,1
1292500007,1245736003,1
1308725001,1248631001,1
1185135006,1295387004,1
1290575001,1255322004,1
1315335001,1299721001,1
0925212004,0579541072,1
1191700036,1295156001,1
1293190004,1259175001,5
1295098001,1274368001,5
1219107002,1292331002,3
1299061003,1296063002,2
1285169007,1246922022,1
1296539001,1239431014,2
0925212019,1293853008,2
1266751003,0579541072,1
1258821004,1295156001,2
1274171055,1295117002,5
1290269003,1292331002,1
1142908008,1296063002,5
1295544003,1282397002,5
1273994010,1289533003,3
1283355001,1281439007,1
1295542001,1245736003,1
1299542003,1307045001,1
1303729002,1295117003,5
1293190004,1248631012,5
1247815002,1237776017,4
1142908008,1295117002,5
1293967005,1281439010,4
1266751003,1226693011,3
1273994008,0579541072,2
1274436001,1248631001,2
1303140001,1226693008,1
1274171055,1246581010,2
1309874001,1290225004,1
0925212004,1303363002,1
1292500002,1045459044,5
1299061004,1293121001,1
1246532003,1297892003,1
1278037004,1301116001,1
1299843003,1045459044,3
0925212001,0579541072,1
1294732003,1264853008,5
1295098001,1297859001,1
1297195004,1289528003,1
1299730001,0579541198,1
1246532003,1263464012,1
1308725001,1289600008,1
1299843003,1281439003,1
1300636001,1274285010,1
1273994010,1296063002,1
1308588001,1237776017,1
1309903002,1293121001,1
1296534001,1255322004,5
1266751003,1293657001,3
1299061004,1169364023,1
1296379008,1035873001,5
1278037004,1281439007,1
1217576025,1296059003,1
1258821004,1300538002,1
1296539001,1294598005,5
1285169007,1303105005,1
0925212019,1247995001,5
1303364001,1296021002,2
1290269001,1289600008,1
1280449007,1296021002,4
1142908001,1293121001,1
1301377004,1239431008,1
1293989001,0579541001,1
1293190004,1308428001,1
1292675001,1300538002,1
1308588001,1298259001,1
1185135006,1296059003,1
0925212004,1292856001,1
1300096001,1226693008,1
1281664001,1282397002,4
1142908008,1281439001,5
1296539001,1285109001,2
1274171089,1293761006,1
0925212019,1133068024,2
1299061003,1250051003,1
1295275001,1261750007,3
1295275001,1303363002,1
1299061003,1259779005,2
1301327001,1264853008,2
1274171055,1296021002,4
1284182001,1243210001,1
1293989001,1288081001,1
1142908001,1295117001,5
1296539001,0579541174,1
1290269003,1281439003,1
1273994008,1248631012,1
1309875001,1239431008,1
1296027004,1169364025,1
1288338004,1303105003,1
1299542003,1270456001,4
1276763001,1239431014,1
1303788002,1133068024,4
1299843003,1273712004,3
1293190004,1302636001,1
1290014002,1255289001,5
0925212019,1276797014,1
1296667004,1288135001,1
1273994010,0579541001,1
1272451008,1285595001,1
1290269003,1237776017,1
1274171089,1236909018,5
1309874001,1303363002,1
1287140003,1222124008,5
1274436001,1285595001,2
1295098001,1290883004,5
1280449007,1226693011,1
1292500002,1297892003,1
1296667004,1292829001,1
1301327001,1296063002,1
1297195004,1259779004,2
1292500001,1297835002,4
1287140003,1297859001,1
1303788002,1255322004,1
1258821004,1292331002,4
1290575001,1275509003,5
1297195004,1045459044,3
1273054002,1274285010,1
1274171055,1303105005,3
1288338004,1222124008,5
1246532003,1298259001,1
1293989001,1248631012,1
1309875001,1259175001,1
1299061003,1299858003,2
1273994010,1264094004,1
1267641004,1307156001,2
1290014002,1310906001,3
1299061003,0579541192,1
1309903002,1300538002,1
1297125001,1237776017,2
1296379008,1294231001,4
1266751003,1293853010,4
1294732003,1082853048,1
1300096001,1247671007,1
1284182001,1293346001,1
1258821004,1289528003,1
1296534001,1169364024,1
1142908008,0579541001,4
1290014002,0579541192,4
1281664001,1209691007,2
1283258001,1282397002,1
1309875001,1292331001,1
1293989001,1259401006,2
1296667004,1247995004,4
1217576025,1259401006,4
1191700036,1289533003,3
1258821004,1297861004,1
1299542003,1293165001,5
1288338004,1276797014,1
1309875001,1307045001,2
1294732003,1293297005,5
1296534001,1169364025,1
1273994008,1300393001,1
1288338004,1247671007,1
0925212019,0871889043,5
1295275001,1264853008,2
1142908008,1222124007,5
1290269003,1248631010,2
1315335001,1296528004,1
1303788002,1230818008,5
1299542003,1274368001,5
1271903002,1292098001,1
1287140003,1283192003,1
1293967005,1275509003,5
1290269001,1305164001,5
1288338004,1296093006,2
0963662156,1267176002,3
0963662156,1299196001,2
1309875001,1199249001,1
1274436001,1169364023,1
1292500001,1295770002,5
1290269001,1307537002,3
1301327001,1295117003,4
1293967005,1274285003,3
1295275001,1281439003,1
0963662139,1290883004,5
1258821004,1296059003,1
0963662139,1281439003,1
1295275001,1255322001,1
1292500002,1273712003,5
1274436001,1296093006,5
1266751003,1297835002,4
1293190004,1288135004,5
1299061003,1265873001,2
1300636001,1292768003,2
1303729002,1274562002,1
1292500002,1247671007,2
1300096001,1285109001,1
1290575001,1226693008,1
1274171089,1258880003,5
1274436001,1300393001,5
1294732003,0871889084,5
1308588001,1289600008,1
1299061003,1289653004,1
1308590001,1301009001,1
1299843003,1255322004,1
1290575001,1292829001,2
1297195004,1293853010,1
1280449007,1261750007,4
1142908001,1230323002,5
1292675001,1261593002,2
1285169007,1288135001,3
1301377004,1255322004,1
1299843003,1258880003,2
1299542003,1290640001,4
1293190004,0579541192,3
1296539001,1255289001,1
1303364001,1299721001,1
1274171055,1295387004,1
1296667004,1293471002,1
1299843003,1296093006,2
1281664001,1277540001,1
1303364001,1199249046,1
1273994008,1237605001,1
1219107002,1230818008,5
1142908008,1275509003,5
1300636001,1288135004,3
1303364001,1302636001,1
1299843003,1277540001,1
1309874001,1260797009,1
1142908008,1259065015,5
0925212004,1289653004,1
1296539001,1109636038,5
1310907001,1270456001,3
1295098001,1296510001,4
1296379008,1089158025,5
1293967005,1281439007,5
1219107002,1293324001,1
1281664001,1093199015,1
1292353004,1294309001,2
0963662156,1236909018,5
1295098001,1303105003,5
1274171055,1082853048,3
1142908001,1247671007,1
1273054002,1301133002,1
1293190004,1296063003,5
0925212019,1222124005,5
1274171055,1259779005,5
1267641004,1302636001,3
1219107002,1199249046,1
1290575001,1285109001,1
1300636001,1292829001,1
1296539001,1293853010,5
1299730001,1281439003,1
1299061003,1295770002,1
1293190004,1295156001,1
1309875001,1237776012,1
1303788002,1300646001,3
1185135006,1293121003,1
1296546001,1292768003,1
1274171089,1242877022,1
1293190004,1239431014,3
1292500002,1169364022,1
1191700036,1246581011,1
1300636001,1239854022,3
0963662156,1294598005,5
1266751003,1299721001,2
0925212004,1288135001,5
1296534001,1296093006,5
1296539001,1303363002,1
1258821004,1264853007,5
1271903002,1228998003,1
1290380003,1264094004,1
1273994010,1294274002,2
