item_id_1,item_id_2,compatibility_score
1296539001,1283558001,5
1294732003,1289653004,1
1299843003,0579541198,1
1296667004,1260797009,1
0925212019,1287253002,1
1262488002,1309324001,1
1274436001,1248631010,1
1296379008,1281439007,5
1272451008,1282397002,1
1280449007,1247671007,1
1292353004,1261868002,5
1296027004,1228998003,1
1273994010,1296063003,1
1290269001,1265873001,4
1310907001,1281439003,1
1142908008,1273712004,3
1309875001,1045459058,4
1293190004,1294274002,2
1290575001,1109636039,5
1274436001,1236909018,5
1292353004,1169364025,1
1296546001,1296063002,2
1303788002,1273712003,3
1301377004,1292768001,5
1293989001,1248631001,1
1309874001,1305164001,3
1292500002,1245736003,1
1273994010,1248631001,1
1293190004,1293121001,1
1185135006,1307537002,2
1292353004,0579541192,4
1287140003,1297402002,5
1309875001,1259779004,1
1315335001,1285448001,3
1309874001,1224090010,5
1293965004,1292768001,5
1300636001,1293471002,2
1296539001,1308185001,1
1297195004,1255322004,1
1292675001,1293033001,3
1303729002,1246581011,1
1308599001,1299721001,1
1285169007,1281439001,3
1300636001,1237776017,1
1310907001,0579541001,1
1219107002,1261908001,1
1287140003,1290640001,1
0963662139,1199249001,5
1296027001,1296528004,2
1296379008,1293165001,5
1295275001,1247671007,1
1301377004,1247671007,1
1287140003,1293657001,1
1293967005,1248631001,1
1294732003,1226693011,1
1299542003,1293657001,2
1300636001,1297835002,5
1303729002,1045459058,4
1274171089,1303105003,4
1295098001,1207354016,2
1299843003,1285595001,1
1191700036,1195870010,3
1303364001,1263676001,5
1310907001,1237776012,1
1290269001,1289653004,1
1294732003,1224090012,5
1295098001,1199249015,1
1142908001,1272565012,5
1292500007,1290225004,1
1219107002,1207354016,4
1303788002,1224090010,5
0925212019,0579541174,1
1142908001,1089158025,5
1295275001,1300393001,5
1290269003,1292768003,2
1300636001,1290225004,1
1296539001,1295117003,5
1273994010,1226693008,1
1296534001,1292768003,2
1246532003,1302548001,1
1274436001,1292331002,3
1292500007,1307156001,1
1142908001,1133068024,5
1299061003,1255289001,3
1303729002,1258880003,2
1290269001,1296063003,1
1191700036,1295770002,3
1283258001,1253652001,1
1280449007,1293853010,5
1285169007,1260797009,1
1295275001,1259779004,1
1308599001,1294301001,5
1274171089,1093199011,1
1290575001,1247890008,2
1309874001,1292331001,1
1247815002,1259401006,2
1295275001,1230818008,1
1267641004,1293853008,4
1142908008,1266486001,5
1287140003,1295770002,1
1297125001,1293346001,3
1293965004,1277540001,1
1274171055,1224090010,2
1303364001,0579541174,1
1267641004,1294274002,5
1274171055,1295117003,2
1299843003,1266486001,5
0925212019,1296510001,1
1296534001,1245736003,1
1267641004,1222124005,4
1310907001,1230818008,5
1310907001,1222124005,5
0963662139,1281439001,5
1303788002,1295126001,5
0925212019,1288135001,2
1295133002,1302548001,1
1292500001,1226693008,1
1280449007,1303363002,1
0925212004,1199249046,1
1300096001,1299196001,2
1310907001,1295770002,1
1247815002,1289642002,2
1273994008,1299196001,1
1292500001,1109636039,5
1217576030,1199249046,1
1262488002,1301290002,1
1303364001,1293297005,3
0925212001,1292331001,4
1292500002,1289642002,5
1258821004,1294274002,5
1297195004,1184662024,2
1219107002,1293657001,4
1303729002,1288135001,1
1292500002,1300646001,4
0925212019,1281439007,1
1142908008,1297835002,4
1293965004,1292829001,2
1292500007,1305164001,2
1299730001,1093199011,1
1280449007,1272565012,1
1246532003,1293033002,1
1267641004,1207354016,4
1293190004,1246584004,1
1191700036,1237776017,4
1266751003,1169364024,1
1276781001,1300538002,1
1299061004,1259065015,2
1290269003,1308185001,1
1299542003,1272698002,1
1247815002,1283794001,1
1297195004,1310906001,1
1217576025,1294309001,1
1274171055,1199249001,2
1303729002,1289642002,1
1292500001,1297892003,1
1273994008,1292331002,1
1297125001,1226693008,1
1296027001,1237776011,4
1299843003,1222124008,2
1299542003,1261750008,5
1293967005,1224090010,1
1297195004,1271904001,2
1296539001,1299196001,2
1295544003,1301290002,2
1303729002,1245736003,1
1191700036,1045459058,5
1274436001,1281439010,1
1280449007,1045459058,5
1274436001,1293121003,1
1296546001,1297859001,1
1274436001,1274285003,1
1292500001,1303363002,1
1185135006,1222124008,2
1301867001,1089158025,1
1219107002,1300393001,4
1299061003,1307537002,1
1295275001,1272891004,2
1258821004,1274562002,1
1191700036,1289528003,1
1273994010,1199249001,1
1300096001,0579541174,1
1273994010,1281439003,1
1292500001,1288135002,5
1296534001,1246584004,1
1300636001,1288135003,3
1290269003,1274285003,1
1290269001,1169364024,1
1274436001,1295117002,3
1294732003,1246922022,2
1295275001,1089158025,1
1142908001,1303105005,5
1290269003,1263464012,1
1295724002,1261868002,1
1303364001,1239431008,1
1300636001,1259079003,1
1273994008,1246584004,1
1295542001,1293054002,1
0925212001,1133068024,4
1295275001,1290639001,1
1273994010,1307537002,1
1272451008,1298554001,1
1299061004,1277540001,1
1267641004,1258880003,2
1267641004,1295156001,1
1142908008,1299858003,5
1296027004,1244574001,1
0963662156,1263464012,1
1295098001,1250051003,3
1284182001,1298554001,2
1296534001,1274285010,3
1299061004,1274285010,1
1303729002,1293297005,3
1274436001,1273712001,5
1296546001,1281439001,1
1293190004,1289600008,1
0925212001,1292829001,1
1301377004,1288135001,1
1274171089,1230323002,1
1301867001,1299721001,1
1293965004,1239854022,2
1299061004,1307156001,1
1191700036,1273712003,2
1303729002,1273712003,3
1292500007,1274368001,5
1274171089,1273712003,4
1299061004,1287253002,1
1303140001,1247671007,2
1303364001,1296063003,2
1246532003,1237776012,1
1191700036,1294274002,2
1297195004,1260797009,1
1300636001,1246922022,2
1293965004,1266486001,1
1191700036,1239854022,2
1299061004,1222124007,3
1296667004,1288135004,2
1310907001,1273712001,5
1296546001,1184662024,1
1290575001,1288135002,3
1293965004,1290639001,2
0925212019,1261750007,5
0925212001,1263464012,1
1273994008,1288135002,2
1300636001,1285109001,1
1219107002,1169364025,1
1299061003,1281439003,4
1292500001,1093199015,1
1303788002,1280369003,1
1267641004,1266486001,3
1274436001,1293853010,4
1309909001,0579541192,1
1283258001,1243210001,1
1219107002,0579541001,1
1308590001,1169364023,1
1273994008,1272565012,1
0925212004,1281439001,1
1301327001,1296510001,1
1303729002,1277540001,1
1308588001,1294215003,1
1142908008,1280369003,5
0925212004,1248631001,2
0963662139,1280369003,5
1296539001,1152096048,1
1296027004,1281439007,1
1284182001,1289600008,2
1295098001,1237776011,1
1288338004,1109636038,5
1309874001,1169364023,1
1142908008,1293657001,4
1296027004,1293033002,1
1292500001,1294598005,5
1297125001,1301116001,1
1290269003,1295117001,4
1293965004,1299721001,1
0925212004,1294274002,3
1293967005,1199249015,5
1274171055,1247995001,5
0963662156,1307537002,1
1217576026,1288081003,1
1303788002,1236909018,5
1292500001,1045459058,5
1299730001,1288135004,3
1296539001,1258880003,4
0963662156,1289528003,5
1308599001,1281439007,1
1219107002,1307156001,4
1296027001,1264166005,5
1293965004,1294231001,3
1309874001,1296491001,2
1303729002,1270456001,3
1290014002,1259779004,5
1293965004,1293121003,1
1294732003,1296021002,3
1247815002,1264094004,1
1294732003,1255322004,1
1299730001,1169364025,1
1299542003,1259175001,1
1217576030,1285448001,1
1292500001,1264853007,2
1290269001,1082853048,5
0963662139,1293853010,5
1292500002,1293761006,5
1290014002,1289528003,5
1299843003,1299721001,1
1295133002,1209691006,1
1309875001,1248631001,1
1301327001,1289528003,1
1292500002,1222124008,5
1296546001,1169364025,1
1308588001,1169364022,1
1295542001,1297861004,2
1287140003,1303105003,1
1295275001,1307156001,1
1303788002,1035873001,1
1267641004,1082853048,1
1297195004,1300818001,3
1142908008,1308428001,5
1266751003,1302636001,2
1284182001,1293324001,1
1309875001,1275509003,2
1273994010,1261750008,5
1295724002,1248631001,2
1303729002,1263464012,1
1287140003,1169364025,1
0925212001,1109636039,5
1274436001,1293297005,5
1185135006,1303363002,2
1295724002,1277540001,3
0925212001,1299858003,5
1303788002,1303105005,5
1283258001,1237605001,2
1295098001,1289653004,1
1297195004,1290883004,5
1301377004,1274285010,5
1300636001,1246584004,1
1191700036,1259079003,4
1287140003,1274368001,5
1290269001,1293853009,5
1303729002,1296063002,1
1290014002,1281439010,5
1300636001,1289528003,1
1301327001,1293471002,2
1300636001,0579541072,1
1266751003,1290883004,3
1315335001,1293033002,2
0963662156,1299197001,1
1299542003,1089158025,1
1295098001,1283192003,5
1296539001,1290883004,4
1191700036,1248631001,3
1274171055,1264853008,5
1296667004,1289653004,1
1293190004,1296491001,4
1293190004,1237776017,2
1142908001,1273712004,5
1258821004,1259065015,2
1303140001,1089158025,1
1273994010,1288135004,3
1272451008,1289600008,1
1295542001,0935727024,2
1283355001,1228998003,1
1293965004,1293853008,1
1219107002,1287253002,1
1309874001,1288135003,2
1283355001,1301133002,1
1309875001,1280369003,1
1301327001,1274285010,1
1299843003,1288135002,2
1293989001,1289600008,1
1303364001,1045459058,5
item_id_1,item_id_2,score
1296594002,1295387004,3
1295275001,1247890008,5
1296594002,1297859001,1
1294765002,1272565012,3
1272698002,1290225004,2
1299061004,1169364025,1
1292500001,1310906001,1
1294765002,1237776014,2
1296594002,1302636001,2
1303364001,1272565012,2
1274436001,1297892003,1
1292500007,1195870010,5
1308428001,1300538002,1
1305355001,1281439003,2
1290575001,1299721001,2
1274436001,1199249001,2
1293324001,1297859001,1
1274436001,1293297005,5
1273994010,1276797014,1
1274285010,1288135001,4
1300096001,1226693008,3
1290269001,1289533003,4
1266751003,1237776014,5
1294732003,1246584004,1
1303338003,1275509003,2
1296059003,1237776014,1
1274285010,1093199011,4
1294732003,0871889043,5
1299843003,1290640001,3
1303338002,1264094004,1
1272698002,1226693011,2
1280449007,1272891004,5
1303364001,1287253002,3
1191700036,1299721001,1
1309874001,0579541198,2
1287140003,1307537002,2
1185135006,1295117001,5
1290269001,1303363002,3
1294765002,1259779005,4
1296667004,1239431008,3
1303364001,1239854022,3
1274285003,1089158025,5
1292500002,1293297005,5
1296667004,1264094004,2
1266751003,1296491001,2
0963662139,1242877022,5
1272698002,1089158025,2
1273994010,1261908001,2
1293324001,1247995001,5
1300096001,1293853010,5
1292500007,0579541174,4
1303729002,1045459044,5
1293324001,1296063002,4
1219107002,1300538002,1
1294732003,1271904001,5
1285169007,1293761006,1
1219107002,1272565012,1
1272698002,1260797009,1
0925212004,1263676001,3
1296667004,1293657001,2
1293965004,1248631010,5
1296546001,1247995004,4
1297195004,1246581011,2
1303338003,1303105005,2
1305355001,1273712004,5
1191700036,1285109001,2
1308428001,1295117002,3
1285169007,1259779004,3
1287140003,1237776012,2
0925212004,1288135001,2
1300636001,1169364025,1
1258821004,1310906001,2
1280449007,1283192003,3
1274285010,1285595001,5
1273994010,1264853007,3
1299542003,1310152001,4
1310907001,1259779004,5
1303338002,1307045001,5
0963662139,1237776014,4
1285169007,1247671007,1
0925212001,1293657001,5
1191700036,1247671007,1
1299730001,1259779005,5
1290269001,0579541072,1
1219107002,1293297005,5
1287140003,1264853008,1
1191700036,1302636001,1
1274171089,1299197001,1
1261750007,1247671007,2
0925212019,1293761006,1
1303338003,1264094004,1
1285169007,1300393001,1
1294765002,1224090012,1
1290575001,1152096048,1
1261750008,1248631012,5
1299843003,1152096048,2
1285169007,0579541192,1
1299061004,1265873001,1
1303338002,1199249015,1
1274285010,1259065015,1
1303729002,0579541192,1
1273994008,1272565012,1
1296546001,0579541072,2
1299061004,1199249015,2
1299061004,1152096048,3
1296379008,1259779005,4
1292500007,1293297005,5
1299843003,1301009001,1
1300096001,1274562002,5
1274171089,1292768001,2
1274436001,1290225004,3
1274171055,1259779005,5
1296539001,1296510001,5
1292500002,0579541001,5
1296534001,1237776012,1
1296546001,1293853009,5
1301327001,1271904001,2
1303364001,1307156001,1
1274285003,1239431008,3
1296594002,1292768001,2
1303729002,1281439003,1
1297195004,1239431008,1
1142908008,1236909018,5
1273994010,1169364024,1
1274285003,1272891004,5
1273994008,1259779005,2
1290269001,1237776012,3
1266751003,1293761006,4
1299542003,1248631010,4
1305355001,1293165001,5
1305355001,1308185001,1
1290269001,1288135004,5
1288338004,1288135003,5
1295275001,1237776012,1
1293324001,1293121001,1
1308428001,1307537002,5
1303338003,1293657001,5
1309874001,1169364022,1
1303788002,1289642002,1
1300096001,1239854022,3
1292500007,1242877022,4
1296667004,1290225004,1
1287140003,1222124005,5
1296594002,1297861004,3
1290575001,1273712004,5
1293324001,1270456001,3
1296534001,1273712001,5
1273994010,1308185001,1
1301327001,1265873001,5
1296059003,1237605001,4
1303338003,1290225004,1
1266751003,1169364024,1
1296546001,1310906001,2
1293190004,1259065015,5
1294765002,1247671007,1
1293190004,1273712004,5
1308428001,1226693008,2
1293190004,1259079003,5
1309874001,1293657001,4
1300096001,1307156001,4
1272698002,1259779005,1
1295098001,1289653004,2
1296379008,1292331002,1
1274171089,1261908001,5
1303338003,1255322001,2
1280449007,1258880003,4
1292500002,1242877022,5
1293190004,1260797009,2
1292500002,0579541072,5
1290269001,1296063002,1
1300096001,1248631001,5
1303729002,1308185001,1
1299061004,1237605001,4
1293965004,1303363002,5
1309875001,1274562002,1
1285169007,1264853008,1
0963662156,1133068024,4
1303338003,1089158025,1
1274171055,1307156001,2
1295275001,0579541192,3
1296667004,1169364022,1
1299061003,0579541198,1
1296546001,1237776011,2
1294765002,1299721001,1
1142908001,1285109001,5
1142908008,0579541001,5
1290269003,0579541001,3
1274436001,1152096048,1
1274171055,1305164001,1
0925212004,1300646001,2
1274285010,1290639001,1
1300636001,1296491001,1
1274171089,1242877022,1
1295098001,1226693011,1
1292500007,1293471002,3
1272698002,1310152001,1
1280449007,1293471002,4
1303338002,1237776011,5
1300636001,1289600008,1
1295098001,1224090010,5
1142908008,1230323002,3
1290269001,1292829001,2
1299542003,1267176002,4
1191700036,1224090010,3
1191700036,1285595001,1
1303729002,1245736003,2
1310907001,1272565012,1
1285169007,0579541198,2
0963662156,1288135002,2
1300096001,1169364022,1
1309874001,1297892003,1
1274171055,1280369003,1
1290269001,1199249046,1
1287140003,1259779005,3
1294765002,1292331001,1
1296539001,1255322004,3
1261750007,1263464012,5
1292500007,1307156001,4
1293190004,1299858003,5
1273994010,1169364022,1
1219107002,0579541192,2
1274171089,1237776014,3
1142908008,1082853048,5
1300096001,1247671007,3
1296667004,1297861004,1
1303338002,1109636039,5
1296546001,1239431008,3
1258821004,1307156001,2
1294732003,1224090012,5
1299843003,1242877022,1
1292500007,1310906001,4
1300636001,1277540001,1
1290269003,1300707001,1
1294765002,1169364024,1
1292500007,1272891004,5
0925212004,1299721001,1
1290269001,1290883004,5
1296594002,1237776014,4
1293965004,1288135002,5
1273994010,1259779004,5
1305355001,1260797009,1
0963662156,1222124005,5
1290269001,0579541174,5
1293324001,1289653004,2
1295275001,1288135001,1
1266751003,1295117003,4
1303364001,1242877022,1
1295098001,1290640001,4
1290269001,1297835002,5
1296667004,1271648001,3
1274285003,1292768003,1
1296534001,0579541174,2
1296667004,1259079003,1
0963662139,1297835001,5
1273994010,1246581011,1
1142908008,1259779005,5
1303729002,1264094004,1
1296546001,0871889043,5
1309875001,1289600008,1
0963662156,1250051003,1
0925212004,1297861004,1
1303364001,1259079003,2
1142908008,1259065015,5
0925212019,1297892003,1
1219107002,1293657001,5
0925212004,1297892003,1
1274285010,1308185001,3
1288338004,1293121003,1
1274171089,1199249046,3
1294765002,1297402002,5
1297195004,1239854022,1
1274436001,1255322004,2
1274285010,1292768003,1
0925212001,1169364022,1
1266751003,1263464012,1
1300096001,1093199015,1
1267641004,1293121003,2
1219107002,1303363002,2
1191700036,1307537002,3
0925212001,1236909018,5
1303338003,1266486001,5
1300096001,0579541198,5
1309874001,1259065015,1
1274171055,1295387004,3
1294765002,1289653004,1
1300096001,1246581011,5
1296534001,1169364024,1
1299843003,1259779005,1
1293967005,1285595001,2
1296667004,1222124008,1
1290269003,0871889084,5
1296539001,1297861004,2
0963662139,1246581011,5
1296534001,1296063003,3
1290014002,1293121003,4
1299061003,1288135004,2
1301327001,1295387004,1
1294765002,1276797014,2
1300636001,1293297005,5
1294765002,1290640001,3
1308428001,1296093006,5
1299061003,1285109001,1
1299542003,1271648001,2
1303338003,1259779004,3
0925212019,1271648001,3
1272698002,1082853048,3
1292500002,0579541192,5
1300096001,1296063003,1
1258821004,1246922022,3
1309874001,1293121003,1
0925212019,1246581011,2
1299542003,1274368001,5
1258821004,1296063002,1
1293965004,1289653004,2
1290269003,1307537002,2
1292500001,1226693011,4
1303729002,1169364023,1
1309875001,0579541198,1
1274171055,1169364025,2
1299061004,0579541198,1
1142908008,1169364023,3
1258821004,1296021002,5
1296539001,1293657001,3
1295275001,1152096048,1
0925212019,1300818001,1
1285169007,1292856001,1
1293965004,1293853009,5
1294765002,1305164001,1
1303338002,1293121001,1
1299542003,1255322001,3
1294765002,1293853009,2
1142908008,1089158025,5
1292500007,1260797009,1
1294765002,1289533003,1
1280449007,1294274002,3
1296539001,1277540001,2
1303729002,1293121003,1
1297195004,1247671007,2
0925212004,1237776011,2
1294765002,1222124008,4
1274436001,1237776011,2
1267641004,1266486001,5
1309874001,1293761006,5
1305355001,1255322001,2
1287140003,0579541001,1
1290269003,1296491001,1
1299843003,1288135002,1
1142908001,1272891004,5
1288338004,1280369003,1
1290575001,1237776012,2
1303364001,1289600008,1
1258821004,1250051003,1
1273994010,1300393001,1
1280449007,1307156001,1
1272698002,1300538002,1
1296667004,1307156001,1
1310907001,1285595001,1
1309875001,1293657001,3
1273994010,1272891004,5
1290575001,1258880003,3
0925212004,1300538002,1
1274171089,1295387004,1
1303338003,1224090012,1
1294765002,1169364025,1
1296534001,1297892003,1
1292500002,1273712001,5
1293967005,1292331001,1
1292500002,0871889043,5
1292500007,1239431008,3
1299061003,1290172001,4
1293965004,1281439010,1
1294765002,1308185001,1
1299061004,1242877022,2
1292500001,1093199015,5
1272698002,1293121003,1
1303338003,1248631001,2
0963662139,1299196001,5
1292500007,1293121003,1
1290269001,1248631010,5
1301377004,1295117003,1
0925212001,1293121001,1
1293190004,1296021002,5
1274285003,1169364024,1
1294765002,1089158025,1
1266751003,1303105005,2
1309875001,1293853008,2
1288338004,1295126001,1
1274436001,1199249015,1
1299542003,1237776014,1
1300636001,1274562002,1
1285169007,1297859001,1
1219107002,1310152001,3
1274285003,0579541072,5
1274436001,1226693008,1
1296667004,1082853048,3
1287140003,1303105005,2
1266751003,1230818008,4
1294732003,1247671007,1
1303338002,1233274002,5
1280449007,1093199011,1
1294732003,1273712004,5
1296379008,1248631001,2
1296534001,1236909018,5
1303338003,1093199011,1
1296059003,1293121003,2
1303729002,1293853010,5
1296546001,1089158025,1
1292500002,1289653004,5
1299061003,1297892003,1
1300096001,1270456001,5
1273994010,1281439001,1
1303338002,1224090010,2
1303338002,1266486001,5
1300636001,1298072001,3
1296667004,1300707001,2
1191700036,1300393001,5
1292500007,1297892003,2
1296379008,1270456001,5
0963662139,1292768001,5
1295098001,1285595001,2
1300096001,1247995001,5
1191700036,1292768003,1
1293324001,1285595001,1
0963662156,1237776017,4
1295098001,1294598005,5
1294765002,1239431008,2
0963662156,1299196001,2
1274171055,1152096048,3
1290269001,1248631012,1
1303338002,1263464012,1
1303338003,1297892003,1
1293324001,1247995004,5
1299061004,1277540001,1
1292500007,1302636001,3
1293190004,0579541072,4
1296667004,1237605001,4
1142908008,1300818001,3
1303338002,1297859001,1
1308428001,1237605001,1
1290014002,1290639001,3
1301327001,1288135001,1
1288338004,1300646001,2
1293324001,1226693008,1
1300636001,1300538002,1
1293324001,1264853007,4
1303364001,1255289001,2
1290269001,1295387004,1
1305355001,1273712003,4
1290269003,1259779004,5
1274436001,1295387004,1
1295098001,1242877022,1
1296594002,1246581011,3
1300096001,1237776017,4
1300096001,1290225004,1
1309874001,1247890008,1
1299730001,1246584004,1
1301327001,1247890008,3
1303338003,1295117002,4
1299061004,1248631001,1
1300636001,1287253002,2
1296059003,1294598003,4
1266751003,1045459058,5
1267641004,1169364022,1
1309875001,1296491001,1
1287140003,1305164001,1
0963662156,0579541072,2
1290269003,1237776014,2
